園代碼,園名,學年度,資料表,指標,資料類別,數值,前一年數值,YoY變化額,YoY變化率,歷史均值,歷史標準差,移動平均_近3年,Zscore
N08,鷺江,112,附表三,教保費收入減項-執行率,非收支,,,,,,,,
N08,鷺江,113,附表三,教保費收入減項-執行率,非收支,,,,,,,,
N08,鷺江,112,附表三,教保費收入減項-決算數,非收支,-166087.0,,,,-166087.0,,-166087.0,
N08,鷺江,113,附表三,教保費收入減項-決算數,非收支,-102267.0,-166087.0,63820.0,0.3842564439119257,-134177.0,45127.554775325465,-134177.0,0.7071067811865475
N08,鷺江,111,附表三,文宣費(一般文宣)-執行率,非收支,37.0,,,,37.0,,37.0,
N08,鷺江,112,附表三,文宣費(一般文宣)-執行率,非收支,30.0,37.0,-7.0,-0.1891891891891892,33.5,4.949747468305833,33.5,-0.7071067811865476
N08,鷺江,111,附表三,文宣費(一般文宣)-決算數,非收支,3710.0,,,,3710.0,,3710.0,
N08,鷺江,112,附表三,文宣費(一般文宣)-決算數,非收支,3045.0,3710.0,-665.0,-0.1792452830188679,3377.5,470.2260094890541,3377.5,-0.7071067811865476
N08,鷺江,111,附表三,文宣費(園刊)-執行率,非收支,,,,,,,,
N08,鷺江,112,附表三,文宣費(園刊)-執行率,非收支,24.0,,,,24.0,,24.0,
N08,鷺江,111,附表三,文宣費(園刊)-決算數,非收支,,,,,,,,
N08,鷺江,112,附表三,文宣費(園刊)-決算數,非收支,7118.0,,,,7118.0,,7118.0,
N08,鷺江,110,附表三,文宣費（一般文宣）-執行率,非收支,98.0,,,,98.0,,98.0,
N08,鷺江,110,附表三,文宣費（一般文宣）-決算數,非收支,9828.0,,,,9828.0,,9828.0,
N08,鷺江,110,附表三,文宣費（園刊）-執行率,非收支,,,,,,,,
N08,鷺江,110,附表三,文宣費（園刊）-決算數,非收支,,,,,,,,
N08,鷺江,110,附表三,日常消耗用品-執行率,非收支,84.0,,,,84.0,,84.0,
N08,鷺江,111,附表三,日常消耗用品-執行率,非收支,81.0,84.0,-3.0,-0.03571428571428571,82.5,2.1213203435596424,82.5,-0.7071067811865476
N08,鷺江,112,附表三,日常消耗用品-執行率,非收支,76.0,81.0,-5.0,-0.06172839506172839,80.33333333333333,4.041451884327379,80.33333333333333,-1.0722219284950185
N08,鷺江,110,附表三,日常消耗用品-決算數,非收支,53562.0,,,,53562.0,,53562.0,
N08,鷺江,111,附表三,日常消耗用品-決算數,非收支,51560.0,53562.0,-2002.0,-0.03737724506179754,52561.0,1415.6277759354682,52561.0,-0.7071067811865475
N08,鷺江,112,附表三,日常消耗用品-決算數,非收支,48191.0,51560.0,-3369.0,-0.06534134988363072,51104.333333333336,2714.338654872184,51104.333333333336,-1.0733123989904354
N08,鷺江,112,附表三,會計、總務、廚工、清潔薪資-執行率,非收支,83.0,,,,83.0,,83.0,
N08,鷺江,113,附表三,會計、總務、廚工、清潔薪資-執行率,非收支,95.0,83.0,12.0,0.14457831325301204,89.0,8.48528137423857,89.0,0.7071067811865476
N08,鷺江,112,附表三,會計、總務、廚工、清潔薪資-決算數,非收支,1009341.0,,,,1009341.0,,1009341.0,
N08,鷺江,113,附表三,會計、總務、廚工、清潔薪資-決算數,非收支,1174551.0,1009341.0,165210.0,0.16368105526279028,1091946.0,116821.11131982952,1091946.0,0.7071067811865475
N08,鷺江,110,附表三,本期稅前餘絀-執行率,非收支,499.0,,,,499.0,,499.0,
N08,鷺江,111,附表三,本期稅前餘絀-執行率,非收支,477.0,499.0,-22.0,-0.04408817635270541,488.0,15.556349186104045,488.0,-0.7071067811865476
N08,鷺江,112,附表三,本期稅前餘絀-執行率,非收支,84.0,477.0,-393.0,-0.8238993710691824,353.3333333333333,233.5087435907558,353.3333333333333,-1.15341862232518
N08,鷺江,110,附表三,本期稅前餘絀-決算數,非收支,1558273.0,,,,1558273.0,,1558273.0,
N08,鷺江,111,附表三,本期稅前餘絀-決算數,非收支,456219.0,1558273.0,-1102054.0,-0.7072278092478019,1007246.0,779269.8566337595,1007246.0,-0.7071067811865476
N08,鷺江,112,附表三,本期稅前餘絀-決算數,非收支,-81275.0,456219.0,-537494.0,-1.178149090677942,644405.6666666666,835817.01179704,644405.6666666666,-0.8682291176467253
N08,鷺江,110,附表三,本期稅後餘絀-執行率,非收支,499.0,,,,499.0,,499.0,
N08,鷺江,111,附表三,本期稅後餘絀-執行率,非收支,477.0,499.0,-22.0,-0.04408817635270541,488.0,15.556349186104045,488.0,-0.7071067811865476
N08,鷺江,112,附表三,本期稅後餘絀-執行率,非收支,84.0,477.0,-393.0,-0.8238993710691824,353.3333333333333,233.5087435907558,353.3333333333333,-1.15341862232518
N08,鷺江,110,附表三,本期稅後餘絀-決算數,非收支,1556346.0,,,,1556346.0,,1556346.0,
N08,鷺江,111,附表三,本期稅後餘絀-決算數,非收支,456219.0,1556346.0,-1100127.0,-0.7068653114410292,1006282.5,777907.2618664129,1006282.5,-0.7071067811865476
N08,鷺江,112,附表三,本期稅後餘絀-決算數,非收支,,456219.0,,,1006282.5,777907.2618664129,1006282.5,
N08,鷺江,110,附表三,材料費-執行率,非收支,77.0,,,,77.0,,77.0,
N08,鷺江,111,附表三,材料費-執行率,非收支,70.0,77.0,-7.0,-0.09090909090909091,73.5,4.949747468305833,73.5,-0.7071067811865476
N08,鷺江,112,附表三,材料費-執行率,非收支,79.0,70.0,9.0,0.12857142857142856,75.33333333333333,4.72581562625261,75.33333333333333,0.7758801774444589
N08,鷺江,110,附表三,材料費-決算數,非收支,1222323.0,,,,1222323.0,,1222323.0,
N08,鷺江,111,附表三,材料費-決算數,非收支,1126007.0,1222323.0,-96316.0,-0.07879750278772468,1174165.0,68105.69673676351,1174165.0,-0.7071067811865476
N08,鷺江,112,附表三,材料費-決算數,非收支,1263486.0,1126007.0,137479.0,0.12209426762000591,1203938.6666666667,70559.24209012827,1203938.6666666667,0.8439338571305932
N08,鷺江,110,附表三,業務發展費-執行率,非收支,,,,,,,,
N08,鷺江,111,附表三,業務發展費-執行率,非收支,,,,,,,,
N08,鷺江,112,附表三,業務發展費-執行率,非收支,,,,,,,,
N08,鷺江,110,附表三,業務發展費-決算數,非收支,836278.0,,,,836278.0,,836278.0,
N08,鷺江,111,附表三,業務發展費-決算數,非收支,1573640.0,836278.0,737362.0,0.88171875859463,1204959.0,521393.67038927507,1204959.0,0.7071067811865475
N08,鷺江,112,附表三,業務發展費-決算數,非收支,2729845.0,1573640.0,1156205.0,0.7347328486820366,1713254.3333333333,954472.6907703192,1713254.3333333333,1.0650809357847781
N08,鷺江,112,附表三,業務費-執行率,非收支,59.0,,,,59.0,,59.0,
N08,鷺江,112,附表三,業務費-決算數,非收支,481885.0,,,,481885.0,,481885.0,
N08,鷺江,111,附表三,水費-執行率,非收支,60.0,,,,60.0,,60.0,
N08,鷺江,112,附表三,水費-執行率,非收支,113.0,60.0,53.0,0.8833333333333333,86.5,37.476659402887016,86.5,0.7071067811865476
N08,鷺江,111,附表三,水費-決算數,非收支,19256.0,,,,19256.0,,19256.0,
N08,鷺江,112,附表三,水費-決算數,非收支,36115.0,19256.0,16859.0,0.8755193186539261,27685.5,11921.113224024004,27685.5,0.7071067811865476
N08,鷺江,110,附表三,水電修繕-執行率,非收支,58.0,,,,58.0,,58.0,
N08,鷺江,110,附表三,水電修繕-決算數,非收支,63587.0,,,,63587.0,,63587.0,
N08,鷺江,112,附表三,活動費-執行率,非收支,54.0,,,,54.0,,54.0,
N08,鷺江,112,附表三,活動費-決算數,非收支,62027.0,,,,62027.0,,62027.0,
N08,鷺江,110,附表三,火險-執行率,非收支,16.0,,,,16.0,,16.0,
N08,鷺江,111,附表三,火險-執行率,非收支,15.0,16.0,-1.0,-0.0625,15.5,0.7071067811865476,15.5,-0.7071067811865475
N08,鷺江,112,附表三,火險-執行率,非收支,15.0,15.0,0.0,0.0,15.333333333333334,0.5773502691896258,15.333333333333334,-0.5773502691896267
N08,鷺江,110,附表三,火險-決算數,非收支,1305.0,,,,1305.0,,1305.0,
N08,鷺江,111,附表三,火險-決算數,非收支,1160.0,1305.0,-145.0,-0.1111111111111111,1232.5,102.5304832720494,1232.5,-0.7071067811865475
N08,鷺江,112,附表三,火險-決算數,非收支,1160.0,1160.0,0.0,0.0,1208.3333333333333,83.71578903249572,1208.3333333333333,-0.577350269189625
N08,鷺江,111,附表三,瓦斯費-執行率,非收支,55.0,,,,55.0,,55.0,
N08,鷺江,112,附表三,瓦斯費-執行率,非收支,51.0,55.0,-4.0,-0.07272727272727272,53.0,2.8284271247461903,53.0,-0.7071067811865475
N08,鷺江,111,附表三,瓦斯費-決算數,非收支,18590.0,,,,18590.0,,18590.0,
N08,鷺江,112,附表三,瓦斯費-決算數,非收支,17375.0,18590.0,-1215.0,-0.06535771920387305,17982.5,859.1347391416552,17982.5,-0.7071067811865476
N08,鷺江,111,附表三,研習、進修-執行率,非收支,89.0,,,,89.0,,89.0,
N08,鷺江,112,附表三,研習、進修-執行率,非收支,75.0,89.0,-14.0,-0.15730337078651685,82.0,9.899494936611665,82.0,-0.7071067811865476
N08,鷺江,111,附表三,研習、進修-決算數,非收支,23055.0,,,,23055.0,,23055.0,
N08,鷺江,112,附表三,研習、進修-決算數,非收支,19619.0,23055.0,-3436.0,-0.14903491650401215,21337.0,2429.6189001569774,21337.0,-0.7071067811865475
N08,鷺江,110,附表三,維護費-執行率,非收支,51.0,,,,51.0,,51.0,
N08,鷺江,111,附表三,維護費-執行率,非收支,76.0,51.0,25.0,0.49019607843137253,63.5,17.67766952966369,63.5,0.7071067811865475
N08,鷺江,112,附表三,維護費-執行率,非收支,86.0,76.0,10.0,0.13157894736842105,71.0,18.027756377319946,71.0,0.8320502943378437
N08,鷺江,110,附表三,維護費-決算數,非收支,73357.0,,,,73357.0,,73357.0,
N08,鷺江,111,附表三,維護費-決算數,非收支,108915.0,73357.0,35558.0,0.4847253840805922,91136.0,25143.302925431257,91136.0,0.7071067811865476
N08,鷺江,112,附表三,維護費-決算數,非收支,122799.0,108915.0,13884.0,0.12747555433135932,101690.33333333333,25500.48425683978,101690.33333333333,0.8277751298391469
N08,鷺江,112,附表三,腸病毒退費-執行率,非收支,,,,,,,,
N08,鷺江,113,附表三,腸病毒退費-執行率,非收支,,,,,,,,
N08,鷺江,112,附表三,腸病毒退費-決算數,非收支,-66255.0,,,,-66255.0,,-66255.0,
N08,鷺江,113,附表三,腸病毒退費-決算數,非收支,-45053.0,-66255.0,21202.0,0.32000603728020527,-55654.0,14992.07797471718,-55654.0,0.7071067811865476
N08,鷺江,112,附表三,自強活動-執行率,非收支,92.0,,,,92.0,,92.0,
N08,鷺江,113,附表三,自強活動-執行率,非收支,100.0,92.0,8.0,0.08695652173913043,96.0,5.656854249492381,96.0,0.7071067811865475
N08,鷺江,112,附表三,自強活動-決算數,非收支,12000.0,,,,12000.0,,12000.0,
N08,鷺江,113,附表三,自強活動-決算數,非收支,13000.0,12000.0,1000.0,0.08333333333333333,12500.0,707.1067811865476,12500.0,0.7071067811865475
N08,鷺江,110,附表三,藥品費-執行率,非收支,24.0,,,,24.0,,24.0,
N08,鷺江,111,附表三,藥品費-執行率,非收支,39.0,24.0,15.0,0.625,31.5,10.606601717798213,31.5,0.7071067811865475
N08,鷺江,112,附表三,藥品費-執行率,非收支,48.0,39.0,9.0,0.23076923076923078,37.0,12.12435565298214,37.0,0.9072647087265548
N08,鷺江,110,附表三,藥品費-決算數,非收支,1756.0,,,,1756.0,,1756.0,
N08,鷺江,111,附表三,藥品費-決算數,非收支,2915.0,1756.0,1159.0,0.6600227790432802,2335.5,819.5367593952086,2335.5,0.7071067811865475
N08,鷺江,112,附表三,藥品費-決算數,非收支,3562.0,2915.0,647.0,0.22195540308747855,2744.3333333333335,915.0160290034996,2744.3333333333335,0.8936091180360505
N08,鷺江,110,附表三,行政管理費-執行率,非收支,100.0,,,,100.0,,100.0,
N08,鷺江,111,附表三,行政管理費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N08,鷺江,112,附表三,行政管理費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N08,鷺江,110,附表三,行政管理費-決算數,非收支,241682.0,,,,241682.0,,241682.0,
N08,鷺江,111,附表三,行政管理費-決算數,非收支,241682.0,241682.0,0.0,0.0,241682.0,0.0,241682.0,
N08,鷺江,112,附表三,行政管理費-決算數,非收支,241682.0,241682.0,0.0,0.0,241682.0,0.0,241682.0,
N08,鷺江,112,附表三,資遣費-執行率,非收支,100.0,,,,100.0,,100.0,
N08,鷺江,112,附表三,資遣費-決算數,非收支,50091.0,,,,50091.0,,50091.0,
N08,鷺江,112,附表三,轉學/轉出退費-執行率,非收支,,,,,,,,
N08,鷺江,113,附表三,轉學/轉出退費-執行率,非收支,,,,,,,,
N08,鷺江,112,附表三,轉學/轉出退費-決算數,非收支,,,,,,,,
N08,鷺江,113,附表三,轉學/轉出退費-決算數,非收支,,,,,,,,
N08,鷺江,111,附表三,辦公文具-執行率,非收支,21.0,,,,21.0,,21.0,
N08,鷺江,112,附表三,辦公文具-執行率,非收支,60.0,21.0,39.0,1.8571428571428572,40.5,27.577164466275352,40.5,0.7071067811865476
N08,鷺江,111,附表三,辦公文具-決算數,非收支,4932.0,,,,4932.0,,4932.0,
N08,鷺江,112,附表三,辦公文具-決算數,非收支,14507.0,4932.0,9575.0,1.9414030819140309,9719.5,6770.5474298611925,9719.5,0.7071067811865476
N08,鷺江,111,附表三,郵費-執行率,非收支,49.0,,,,49.0,,49.0,
N08,鷺江,111,附表三,郵費-決算數,非收支,4125.0,,,,4125.0,,4125.0,
N08,鷺江,110,附表三,郵資-執行率,非收支,118.0,,,,118.0,,118.0,
N08,鷺江,112,附表三,郵資-執行率,非收支,52.0,,,,85.0,46.66904755831214,85.0,-0.7071067811865476
N08,鷺江,110,附表三,郵資-決算數,非收支,9926.0,,,,9926.0,,9926.0,
N08,鷺江,112,附表三,郵資-決算數,非收支,4385.0,,,,7155.5,3918.0786745546598,7155.5,-0.7071067811865476
N08,鷺江,110,附表三,雜支-執行率,非收支,12.0,,,,12.0,,12.0,
N08,鷺江,111,附表三,雜支-執行率,非收支,3.0,12.0,-9.0,-0.75,7.5,6.363961030678928,7.5,-0.7071067811865476
N08,鷺江,112,附表三,雜支-執行率,非收支,1.0,3.0,-2.0,-0.6666666666666666,5.333333333333333,5.8594652770823155,5.333333333333333,-0.7395441611851465
N08,鷺江,110,附表三,雜支-決算數,非收支,6077.0,,,,6077.0,,6077.0,
N08,鷺江,111,附表三,雜支-決算數,非收支,1310.0,6077.0,-4767.0,-0.7844331084416652,3693.5,3370.778025916272,3693.5,-0.7071067811865476
N08,鷺江,112,附表三,雜支-決算數,非收支,390.0,1310.0,-920.0,-0.7022900763358778,2592.3333333333335,3052.667085244202,2592.3333333333335,-0.7214456315851929
N08,鷺江,112,附表三,電話費(含ADSL)-執行率,非收支,91.0,,,,91.0,,91.0,
N08,鷺江,112,附表三,電話費(含ADSL)-決算數,非收支,49274.0,,,,49274.0,,49274.0,
N08,鷺江,111,附表三,電話費(含網路)-執行率,非收支,83.0,,,,83.0,,83.0,
N08,鷺江,111,附表三,電話費(含網路)-決算數,非收支,44912.0,,,,44912.0,,44912.0,
N08,鷺江,110,附表三,電話費（含網路）-執行率,非收支,100.0,,,,100.0,,100.0,
N08,鷺江,110,附表三,電話費（含網路）-決算數,非收支,53805.0,,,,53805.0,,53805.0,
N08,鷺江,111,附表三,電費-執行率,非收支,64.0,,,,64.0,,64.0,
N08,鷺江,112,附表三,電費-執行率,非收支,68.0,64.0,4.0,0.0625,66.0,2.8284271247461903,66.0,0.7071067811865475
N08,鷺江,111,附表三,電費-決算數,非收支,169860.0,,,,169860.0,,169860.0,
N08,鷺江,112,附表三,電費-決算數,非收支,180115.0,169860.0,10255.0,0.0603732485576357,174987.5,7251.380041068045,174987.5,0.7071067811865475
N08,鷺江,110,附表三,餐點費-執行率,非收支,83.0,,,,83.0,,83.0,
N08,鷺江,111,附表三,餐點費-執行率,非收支,71.0,83.0,-12.0,-0.14457831325301204,77.0,8.48528137423857,77.0,-0.7071067811865476
N08,鷺江,112,附表三,餐點費-執行率,非收支,80.0,71.0,9.0,0.1267605633802817,78.0,6.244997998398398,78.0,0.32025630761017426
N08,鷺江,110,附表三,餐點費-決算數,非收支,1058139.0,,,,1058139.0,,1058139.0,
N08,鷺江,111,附表三,餐點費-決算數,非收支,906758.0,1058139.0,-151381.0,-0.14306343495514295,982448.5,107042.53164280075,982448.5,-0.7071067811865476
N08,鷺江,112,附表三,餐點費-決算數,非收支,1016255.0,906758.0,109497.0,0.120756585549838,993717.3333333334,78166.56321172969,993717.3333333334,0.288328739817035
N08,鷺江,110,附表二,事務機器耗材-差異率,非收支,72.0,,,,72.0,,72.0,
N08,鷺江,112,附表二,事務機器耗材-差異率,非收支,-62.0,,,,5.0,94.75230867899737,5.0,-0.7071067811865476
N08,鷺江,110,附表二,事務機器耗材-決算數,非收支,46998.0,,,,46998.0,,46998.0,
N08,鷺江,112,附表二,事務機器耗材-決算數,非收支,24960.0,,,,35979.0,15583.219243789134,35979.0,-0.7071067811865476
N08,鷺江,110,附表二,五日未上課退費-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,五日未上課退費-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,五日未上課退費-決算數,非收支,-59336.0,,,,-59336.0,,-59336.0,
N08,鷺江,111,附表二,五日未上課退費-決算數,非收支,-55934.0,-59336.0,3402.0,0.057334501820142915,-57635.0,2405.577269596635,-57635.0,0.7071067811865475
N08,鷺江,110,附表二,人事費-差異率,非收支,82.0,,,,82.0,,82.0,
N08,鷺江,111,附表二,人事費-差異率,非收支,85.0,82.0,3.0,0.036585365853658534,83.5,2.1213203435596424,83.5,0.7071067811865476
N08,鷺江,112,附表二,人事費-差異率,非收支,-26.0,85.0,-111.0,-1.3058823529411765,47.0,63.23764701504951,47.0,-1.1543756519376378
N08,鷺江,112,附表二,人事費-差異率,非收支,-21.0,85.0,-106.0,-1.2470588235294118,30.0,61.82232606429493,12.666666666666666,-0.8249446963053484
N08,鷺江,110,附表二,人事費-決算數,非收支,6903487.0,,,,6903487.0,,6903487.0,
N08,鷺江,111,附表二,人事費-決算數,非收支,7382340.0,6903487.0,478853.0,0.06936393158993419,7142913.5,338600.2034915218,7142913.5,0.7071067811865476
N08,鷺江,112,附表二,人事費-決算數,非收支,6549857.0,7382340.0,-832483.0,-0.11276681919283046,6945228.0,417808.2330842704,6945228.0,-0.9462977717824319
N08,鷺江,112,附表二,人事費-決算數,非收支,6407774.0,7382340.0,-974566.0,-0.13201315572027297,6810864.5,434269.5172558933,6779990.333333333,-0.928203532559894
N08,鷺江,110,附表二,代課費及廚工代班費-差異率,非收支,14.0,,,,14.0,,14.0,
N08,鷺江,111,附表二,代課費及廚工代班費-差異率,非收支,29.0,14.0,15.0,1.0714285714285714,21.5,10.606601717798213,21.5,0.7071067811865475
N08,鷺江,110,附表二,代課費及廚工代班費-決算數,非收支,23153.0,,,,23153.0,,23153.0,
N08,鷺江,111,附表二,代課費及廚工代班費-決算數,非收支,47690.0,23153.0,24537.0,1.0597762708936207,35421.5,17350.279089974316,35421.5,0.7071067811865476
N08,鷺江,110,附表二,保全-差異率,非收支,32.0,,,,32.0,,32.0,
N08,鷺江,112,附表二,保全-差異率,非收支,-69.0,,,,-18.5,71.4177848998413,-18.5,-0.7071067811865476
N08,鷺江,110,附表二,保全-決算數,非收支,25200.0,,,,25200.0,,25200.0,
N08,鷺江,112,附表二,保全-決算數,非收支,25200.0,,,,25200.0,0.0,25200.0,
N08,鷺江,110,附表二,保險費-差異率,非收支,99.0,,,,99.0,,99.0,
N08,鷺江,111,附表二,保險費-差異率,非收支,101.0,99.0,2.0,0.020202020202020204,100.0,1.4142135623730951,100.0,0.7071067811865475
N08,鷺江,110,附表二,保險費-決算數,非收支,12882.0,,,,12882.0,,12882.0,
N08,鷺江,111,附表二,保險費-決算數,非收支,13072.0,12882.0,190.0,0.014749262536873156,12977.0,134.35028842544403,12977.0,0.7071067811865475
N08,鷺江,112,附表二,修繕購置費-差異率,非收支,-9.0,,,,-9.0,,-9.0,
N08,鷺江,112,附表二,修繕購置費-決算數,非收支,135491.0,,,,135491.0,,135491.0,
N08,鷺江,110,附表二,健康檢查-差異率,非收支,174.0,,,,174.0,,174.0,
N08,鷺江,111,附表二,健康檢查-差異率,非收支,50.0,174.0,-124.0,-0.7126436781609196,112.0,87.68124086713189,112.0,-0.7071067811865476
N08,鷺江,110,附表二,健康檢查-決算數,非收支,1740.0,,,,1740.0,,1740.0,
N08,鷺江,111,附表二,健康檢查-決算數,非收支,6442.0,1740.0,4702.0,2.7022988505747128,4091.0,3324.8160851391463,4091.0,0.7071067811865476
N08,鷺江,110,附表二,其他收入-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,其他收入-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,其他收入-決算數,非收支,2217058.0,,,,2217058.0,,2217058.0,
N08,鷺江,111,附表二,其他收入-決算數,非收支,2616558.0,2217058.0,399500.0,0.18019375226087905,2416808.0,282489.1590840257,2416808.0,0.7071067811865476
N08,鷺江,110,附表二,利息收入-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,利息收入-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,利息收入-決算數,非收支,1094.0,,,,1094.0,,1094.0,
N08,鷺江,111,附表二,利息收入-決算數,非收支,35454.0,1094.0,34360.0,31.407678244972576,18274.0,24296.18900156977,18274.0,0.7071067811865476
N08,鷺江,110,附表二,加班費-差異率,非收支,7.0,,,,7.0,,7.0,
N08,鷺江,111,附表二,加班費-差異率,非收支,9.0,7.0,2.0,0.2857142857142857,8.0,1.4142135623730951,8.0,0.7071067811865475
N08,鷺江,112,附表二,加班費-差異率,非收支,-86.0,9.0,-95.0,-10.555555555555555,-23.333333333333332,54.28013755816517,-23.333333333333332,-1.1545045662331772
N08,鷺江,110,附表二,加班費-決算數,非收支,42914.0,,,,42914.0,,42914.0,
N08,鷺江,111,附表二,加班費-決算數,非收支,58501.0,42914.0,15587.0,0.36321480169641607,50707.5,11021.673398354716,50707.5,0.7071067811865475
N08,鷺江,112,附表二,加班費-決算數,非收支,91992.0,58501.0,33491.0,0.572485940411275,64469.0,25077.38600811496,64469.0,1.0975226840267023
N08,鷺江,110,附表二,勞、健保費-差異率,非收支,96.0,,,,96.0,,96.0,
N08,鷺江,111,附表二,勞、健保費-差異率,非收支,94.0,96.0,-2.0,-0.020833333333333332,95.0,1.4142135623730951,95.0,-0.7071067811865475
N08,鷺江,110,附表二,勞、健保費-決算數,非收支,729609.0,,,,729609.0,,729609.0,
N08,鷺江,111,附表二,勞、健保費-決算數,非收支,731855.0,729609.0,2246.0,0.0030783611496020473,730732.0,1588.1618305449858,730732.0,0.7071067811865475
N08,鷺江,110,附表二,勞退金提撥-差異率,非收支,100.0,,,,100.0,,100.0,
N08,鷺江,111,附表二,勞退金提撥-差異率,非收支,98.0,100.0,-2.0,-0.02,99.0,1.4142135623730951,99.0,-0.7071067811865475
N08,鷺江,110,附表二,勞退金提撥-決算數,非收支,345026.0,,,,345026.0,,345026.0,
N08,鷺江,111,附表二,勞退金提撥-決算數,非收支,345123.0,345026.0,97.0,0.0002811382330606969,345074.5,68.58935777509511,345074.5,0.7071067811865476
N08,鷺江,112,附表二,合計-差異率,非收支,-26.0,,,,-26.0,,-26.0,
N08,鷺江,112,附表二,合計-決算數,非收支,8795590.0,,,,8795590.0,,8795590.0,
N08,鷺江,112,附表二,園務特支-差異率,非收支,-9.0,,,,-9.0,,-9.0,
N08,鷺江,112,附表二,園務特支-決算數,非收支,38145.0,,,,38145.0,,38145.0,
N08,鷺江,111,附表二,園長及教保服務人員薪資(含職務加給)-差異率,非收支,92.0,,,,92.0,,92.0,
N08,鷺江,111,附表二,園長及教保服務人員薪資(含職務加給)-決算數,非收支,4977990.0,,,,4977990.0,,4977990.0,
N08,鷺江,110,附表二,園長及教保服務人員薪資（含職務加給）-差異率,非收支,91.0,,,,91.0,,91.0,
N08,鷺江,110,附表二,園長及教保服務人員薪資（含職務加給）-決算數,非收支,4806881.0,,,,4806881.0,,4806881.0,
N08,鷺江,112,附表二,差旅費-差異率,非收支,,,,,,,,
N08,鷺江,112,附表二,差旅費-決算數,非收支,,,,,,,,
N08,鷺江,110,附表二,延後托育收入-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,延後托育收入-決算數,非收支,240550.0,,,,240550.0,,240550.0,
N08,鷺江,111,附表二,延後托育收入-決算數,非收支,257960.0,240550.0,17410.0,0.07237580544585326,249255.0,12310.729060457792,249255.0,0.7071067811865476
N08,鷺江,110,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入淨額-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,延後托育收入淨額-決算數,非收支,233235.0,,,,233235.0,,233235.0,
N08,鷺江,110,附表二,延後托育收入淨額-決算數,非收支,233235.0,,,,233235.0,0.0,233235.0,
N08,鷺江,111,附表二,延後托育收入淨額-決算數,非收支,254145.0,233235.0,20910.0,0.08965206765708406,240205.0,12072.394128755075,240205.0,1.1547005383792515
N08,鷺江,111,附表二,延後托育收入淨額-決算數,非收支,254145.0,233235.0,20910.0,0.08965206765708406,243690.0,12072.394128755075,247175.0,0.8660254037844386
N08,鷺江,111,附表二,延後托育收入淨額-決算數,非收支,254145.0,233235.0,20910.0,0.08965206765708406,245781.0,11452.878677433024,254145.0,0.7302967433402214
N08,鷺江,111,附表二,延後托育收入淨額-決算數,非收支,254145.0,233235.0,20910.0,0.08965206765708406,247175.0,10797.877569226279,254145.0,0.6454972243679028
N08,鷺江,110,附表二,延後托育收入退費-差異率,非收支,,,,,,,,
N08,鷺江,111,附表二,延後托育收入退費-差異率,非收支,,,,,,,,
N08,鷺江,110,附表二,延後托育收入退費-決算數,非收支,-7315.0,,,,-7315.0,,-7315.0,
N08,鷺江,111,附表二,延後托育收入退費-決算數,非收支,-3815.0,-7315.0,3500.0,0.4784688995215311,-5565.0,2474.8737341529163,-5565.0,0.7071067811865476
N08,鷺江,112,附表二,攝影照片-差異率,非收支,,,,,,,,
N08,鷺江,112,附表二,攝影照片-決算數,非收支,,,,,,,,
N08,鷺江,110,附表二,支出-差異率,非收支,107.0,,,,107.0,,107.0,
N08,鷺江,111,附表二,支出-差異率,非收支,118.0,107.0,11.0,0.102803738317757,112.5,7.7781745930520225,112.5,0.7071067811865476
N08,鷺江,110,附表二,支出-決算數,非收支,12190875.0,,,,12190875.0,,12190875.0,
N08,鷺江,111,附表二,支出-決算數,非收支,13753629.0,12190875.0,1562754.0,0.12819047033129288,12972252.0,1105033.950726402,12972252.0,0.7071067811865475
N08,鷺江,110,附表二,收入-差異率,非收支,117.0,,,,117.0,,117.0,
N08,鷺江,111,附表二,收入-差異率,非收支,121.0,117.0,4.0,0.03418803418803419,119.0,2.8284271247461903,119.0,0.7071067811865475
N08,鷺江,110,附表二,收入-決算數,非收支,13749148.0,,,,13749148.0,,13749148.0,
N08,鷺江,111,附表二,收入-決算數,非收支,14209848.0,13749148.0,460700.0,0.0335075307939081,13979498.0,325764.0940926424,13979498.0,0.7071067811865476
N08,鷺江,111,附表二,政府學費差額補助退費-差異率,非收支,,,,,,,,
