幼兒園ID,園名,年份,縣市,人事費_決算,業務費_決算,材料費_決算,維護費_決算,修繕購置費_決算,業務發展費_決算,其他支出_決算,支出合計_決算,收入合計_決算,本期稅後餘絀,流動資產,流動負債,資產總計,負債總額,期末現金淨增加,經費流用比例,預算偏離率,人事費_預算,學生人數,教保人員數,員工人數,人事費_YoY,人事費_連續成長年數,人事費_波動度,業務費_YoY,業務費_連續成長年數,業務費_波動度,材料費_YoY,材料費_連續成長年數,材料費_波動度,維護費_YoY,維護費_連續成長年數,維護費_波動度,修繕購置費_YoY,修繕購置費_連續成長年數,修繕購置費_波動度,業務發展費_YoY,業務發展費_連續成長年數,業務發展費_波動度,其他支出_YoY,其他支出_連續成長年數,其他支出_波動度,人事費_執行率,人事費_偏離率,預算超支科目比例,人事費_占比,人事費_占比變化,業務費_占比,業務費_占比變化,材料費_占比,材料費_占比變化,維護費_占比,維護費_占比變化,修繕購置費_占比,修繕購置費_占比變化,業務發展費_占比,業務發展費_占比變化,其他支出_占比,其他支出_占比變化,每生人事費,每生總支出,每生業務費,每生修繕費,收入成長率,支出成長率,收支成長率差,收支餘絀率,流動比率,負債比率,現金流異常,師生比,師生比惡化幅度,每生人事費_歷年z,每生人事費_同業z,每生人事費_等級,每生人事費_等級分數,每生人事費_風險方向,人事費年增率_歷年z,人事費年增率_同業z,人事費年增率_等級,人事費年增率_等級分數,人事費年增率_風險方向,預決算偏離率_歷年z,預決算偏離率_同業z,預決算偏離率_等級,預決算偏離率_等級分數,預決算偏離率_風險方向,經費流用比例_歷年z,經費流用比例_同業z,經費流用比例_等級,經費流用比例_等級分數,經費流用比例_風險方向,師生比_歷年z,師生比_同業z,師生比_等級,師生比_等級分數,師生比_風險方向,教職員流動率_歷年z,教職員流動率_同業z,教職員流動率_等級,教職員流動率_等級分數,教職員流動率_風險方向,加班費負荷_歷年z,加班費負荷_同業z,加班費負荷_等級,加班費負荷_等級分數,加班費負荷_風險方向,不當管教事件_歷年z,不當管教事件_同業z,不當管教事件_等級,不當管教事件_等級分數,不當管教事件_風險方向,法遵風險指數,整體風險等級,事件前預警,事件年份
N07,北大,110,新北市,9226416.0,685944.0,1973721.0,67720.0,202136.0,99000.0,1832078.0,14636905.0,16159911.0,1523006.0,4232228.0,4102751.0,10269638.0,10140161.0,2200806.0,0.1875,,,149.0,12.0,16.0,0.06602456968391011,1,0.30512236302423607,0.5038608091694766,1,0.1476713935878427,0.1366224411582288,1,0.1320023176464076,-0.09578871471679974,0,0.4271028399008074,-0.01758410529078414,0,0.1292323496632509,-0.864010989010989,0,0.6240557339330383,0.4210890880983426,1,0.35046548706140235,,,,0.6303529332191471,-0.005825893012459726,0.046864005744383805,0.013337027494485572,0.13484551549661625,0.007206652068838082,0.004626661169147439,-0.0008783780726516373,0.013810023362179367,-0.0013138029010343368,0.006763724981476617,-0.046747485102505114,0.12516840137993654,0.030406002178370833,61922.25503355705,98234.26174496644,4603.6510067114095,1356.6174496644296,0.2559434001637243,0.07587705828884969,-0.1800663418748746,0.09424593984459444,1.0315585810593917,0.9873922527746353,False,12.416666666666666,,,-1.6147027548249657,YELLOW,2,LOW,,1.038003987382522,YELLOW,2,HIGH,,,N/A,0,無資料,,0.07473861905271856,GREEN,1,正常,,2.059827188962519,RED,3,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,22.9,低風險,人事費年增率(YELLOW)、經費流用比例(YELLOW),113
N07,北大,111,新北市,14516199.0,588451.0,2312942.0,191755.0,227960.0,1400000.0,1412744.0,21332856.0,21855494.0,522638.0,8932995.0,6757874.0,16195719.0,14020598.0,2741779.0,0.2727272727272727,-0.12,16495680.681818182,180.0,17.0,23.0,0.5733302075258692,2,0.30512236302423607,-0.14212967822446146,0,0.1476713935878427,0.17186876969946613,2,0.1320023176464076,1.8315859421145895,1,0.4271028399008074,0.12775557050698538,1,0.1292323496632509,13.141414141414142,1,0.6240557339330383,-0.22888435972704219,0,0.35046548706140235,0.88,-0.12,0.0,0.6804620534634462,0.05010912024429914,0.027584257822768785,-0.01927974792161502,0.10842158218290135,-0.026423933313714898,0.008988716747537226,0.004362055578389787,0.010685864096209153,-0.0031241592659702142,0.06562646839223027,0.058862743410753655,0.06622385675879498,-0.058944544621141556,80645.55,118515.86666666667,3269.1722222222224,1266.4444444444443,0.35245138416913313,0.4574704146812458,0.10501903051211264,0.023913346456501967,1.3218646870302702,0.8656977810000285,False,10.588235294117647,-1.8284313725490193,,0.25564902053463684,GREEN,1,正常,,1.4664795292608173,YELLOW,2,HIGH,,0.12692432864846626,GREEN,1,正常,,0.7652550401277661,GREEN,1,正常,,-0.0975769957019433,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,5.2,低風險,人事費年增率(YELLOW)、經費流用比例(YELLOW),113
N07,北大,112,新北市,14991246.0,653272.0,2438717.0,155492.0,243262.0,1772000.0,2813277.0,23849400.0,23797554.0,,9373172.0,7249897.0,18129973.0,16006698.0,501938.0,0.22727272727272727,-0.10999999999999999,16844096.629213482,180.0,17.0,23.0,0.03272530226404309,3,0.30512236302423607,0.11015530604927173,1,0.1476713935878427,0.054378795490764575,3,0.1320023176464076,-0.18911110531668013,0,0.4271028399008074,0.06712581154588525,2,0.1292323496632509,0.26571428571428574,2,0.6240557339330383,0.9913565373485925,1,0.35046548706140235,0.89,-0.10999999999999995,0.0,0.6285795869078468,-0.05188246655559947,0.027391548634347195,-0.00019270918842159007,0.1022548575645509,-0.006166724618350453,0.006519744731523644,-0.002468972016013582,0.0101999211720211,-0.00048594292418805383,0.07429956309173397,0.008673094699503697,0.1179600744672822,0.051736217708487214,83284.7,132496.66666666666,3629.288888888889,1351.4555555555555,0.0888591216469415,0.1179656394811834,0.029106517834241896,-0.002178627265642511,1.292869678010598,0.8828859259746278,False,10.588235294117647,0.0,0.9064478549572829,0.7206057130028992,GREEN,1,正常,-0.7999349937855472,0.7137573456000272,GREEN,1,正常,,0.9940698200820419,GREEN,1,正常,-0.04714045207910314,1.1713072337343753,YELLOW,2,HIGH,-0.7071067811865475,-0.0797372214784326,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,5.2,低風險,人事費年增率(YELLOW)、經費流用比例(YELLOW),113
N07,北大,113,新北市,17915419.0,596627.0,2067204.0,129310.0,172003.0,1170239.0,2652139.0,25409886.0,29145666.0,2625967.0,10535865.0,5786623.0,12687968.0,7938726.0,934033.0,0.4375,0.050000000000000044,17062303.80952381,137.0,17.0,23.0,0.1950587029256941,4,0.30512236302423607,-0.08670967070378036,0,0.1476713935878427,-0.1523395293508841,0,0.1320023176464076,-0.16838165307539937,0,0.4271028399008074,-0.2929310784257303,0,0.1292323496632509,-0.33959424379232506,0,0.6240557339330383,-0.05727768719539526,0,0.35046548706140235,1.05,0.04999999999999999,1.0,0.7050570396104886,0.07647745270264183,0.023480113212629133,-0.003911435421718061,0.08135432012563928,-0.020900537438911612,0.005088964192912947,-0.0014307805386106964,0.006769137020134605,-0.003430784151886495,0.04605447659229955,-0.02824508649943442,0.10437429746831607,-0.013585776998966126,130769.48175182482,185473.6204379562,4354.941605839416,1255.4963503649635,0.22473368481483433,0.06543082844851443,-0.1593028563663199,0.12817617549037993,1.8207277370583845,0.6256893144749419,False,8.058823529411764,-2.5294117647058822,4.764016194380586,1.5689195698689482,RED,3,HIGH+SHIFT,-0.09561542700697674,-0.3082392543898969,GREEN,1,正常,23.334523779156054,2.010929574477968,RED,3,HIGH+SHIFT,4.885271508527604,1.9165675197623275,RED,3,HIGH+SHIFT,-2.9734312791240516,-1.4038503266894458,RED,3,SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,43.8,中風險,人事費年增率(YELLOW)、經費流用比例(YELLOW),113
N08,鷺江,109,新北市,7007700.0,387199.0,1046905.0,80856.0,115199.0,1566008.0,991414.0,11458447.0,10410496.0,,,,,,,,,,,,,,0,0.06760003984323433,,0,0.10019325916039541,,0,0.10763185014076058,,0,0.21159907335783457,,0,0.10266208106891102,,0,0.4044600305452307,,0,0.5238533291049714,,,,0.611575024084852,,0.03379157751482378,,0.09136534820120039,,0.007056453636343564,,0.010053631177069632,,0.13666843334005035,,0.08652254533271393,,,,,,,,,-0.10066292710741159,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(RED)、人事費年增率(RED)、師生比(YELLOW),113
N08,鷺江,110,新北市,6903487.0,443209.0,1222323.0,73357.0,139375.0,836278.0,2217058.0,12190875.0,13749148.0,1556346.0,5553843.0,3810085.0,12511079.0,10764321.0,1595697.0,0.16666666666666666,,,102.0,10.0,13.0,-0.014871213094167843,0,0.06760003984323433,0.1446542992104835,1,0.10019325916039541,0.16755866100553538,1,0.10763185014076058,-0.09274512713960621,0,0.21159907335783457,0.20986293283795868,1,0.10266208106891102,-0.465981016699787,0,0.4044600305452307,1.236258515615071,1,0.5238533291049714,,,,0.5662831421042378,-0.04529188198061418,0.036355798906969355,0.0025642213921455784,0.10026540342674337,0.008900055225542977,0.00601736954894542,-0.0010390840873981434,0.011432731448727019,0.001379100271657387,0.06859868549222267,-0.06806974784782768,0.18186208947265886,0.09533954413994493,67681.24509803922,119518.38235294117,4345.186274509804,1366.421568627451,0.32070056988639156,0.06392035500098749,-0.2567802148854041,0.11333596816326365,1.4576690546273903,0.8603831052461582,False,10.2,,,-0.8077887638304336,GREEN,1,正常,,-0.7672298685667099,GREEN,1,正常,,,N/A,0,無資料,,-0.08960860781293072,GREEN,1,正常,,-0.002214867945121807,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(RED)、人事費年增率(RED)、師生比(YELLOW),113
N08,鷺江,111,新北市,7382340.0,415654.0,1126007.0,108915.0,153431.0,1573640.0,2616558.0,13753629.0,14209848.0,456219.0,5905333.0,3680903.0,14295302.0,12092325.0,702298.0,0.12,,,105.0,10.0,13.0,0.06936393158993419,1,0.06760003984323433,-0.06217157142567051,0,0.10019325916039541,-0.07879750278772468,0,0.10763185014076058,0.4847253840805922,1,0.21159907335783457,0.10085022421524664,2,0.10266208106891102,0.88171875859463,1,0.4044600305452307,0.18019375226087905,2,0.5238533291049714,,,,0.5367557900536651,-0.029527352050572664,0.030221405565033055,-0.006134393341936301,0.08186981050601264,-0.01839559292073073,0.007919000868788885,0.001901631319843465,0.011155673895231578,-0.00027705755349544114,0.11441634785989938,0.045817662367676704,0.19024491645077818,0.008382826978119318,70308.0,130986.94285714286,3958.609523809524,1461.247619047619,0.0335075307939081,0.12819047033129288,0.09468293953738478,0.03210583251840555,1.6043163864953789,0.8458950360055353,False,10.5,0.3000000000000007,,-1.1895174555104833,YELLOW,2,LOW,,-0.3826369279500608,GREEN,1,正常,,,N/A,0,無資料,,-0.4200462521617943,GREEN,1,正常,,-0.14547842995562454,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,5.2,低風險,每生人事費(RED)、人事費年增率(RED)、師生比(YELLOW),113
N08,鷺江,112,新北市,6549857.0,481885.0,1263486.0,122799.0,135491.0,2729845.0,5003631.0,16642820.0,16561545.0,,5620888.0,3502186.0,16625634.0,14503932.0,-335743.0,0.13333333333333333,-0.26,8851158.108108109,106.0,10.0,13.0,-0.11276681919283046,0,0.06760003984323433,0.15934166398013733,1,0.10019325916039541,0.12209426762000591,1,0.10763185014076058,0.12747555433135932,2,0.21159907335783457,-0.11692552352523285,0,0.10266208106891102,0.7347328486820366,2,0.4044600305452307,0.9122950838467941,3,0.5238533291049714,0.74,-0.26000000000000006,0.0,0.3935545178040741,-0.14320127224959106,0.028954528138861083,-0.0012668774261719723,0.07591778316415126,-0.005952027341861371,0.007378497153727554,-0.0005405037150613317,0.008141108297752424,-0.0030145655974791533,0.16402538752447002,0.04960903966457064,0.3006480271973139,0.11040311074653575,61791.1037735849,157007.7358490566,4546.084905660377,1278.2169811320755,0.16549768864522688,0.21006753926545496,0.044569850620228085,-0.0049074527768997395,1.6049655843521733,0.8723836937586862,False,10.6,0.09999999999999964,-3.878288736198611,-0.43687870671269785,RED,3,LOW+SHIFT,-2.350664162854964,-0.5214778734438745,RED,3,LOW+SHIFT,,-0.6882472016116855,GREEN,1,正常,-0.30304576336566275,0.11607570130459689,GREEN,1,正常,1.1785113019775764,-0.5773502691896258,YELLOW,2,HIGH+SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,27.1,中風險,每生人事費(RED)、人事費年增率(RED)、師生比(YELLOW),113
N08,鷺江,113,新北市,7810400.0,493617.0,1386265.0,92427.0,130993.0,2245150.0,3739546.0,16288934.0,15523274.0,,4438663.0,3085621.0,17541054.0,16185012.0,-1005215.0,0.26666666666666666,-0.14,9081860.46511628,96.0,10.0,13.0,0.1924535146339836,1,0.06760003984323433,0.024346057669360946,2,0.10019325916039541,0.09717480051223361,2,0.10763185014076058,-0.24733100432413946,0,0.21159907335783457,-0.03319777697411636,0,0.10266208106891102,-0.1775540369508159,0,0.4044600305452307,-0.2526335375250493,0,0.5238533291049714,0.86,-0.14,0.0,0.4794911686670227,0.0859366508629486,0.030303824670171786,0.0013492965313107036,0.08510470973729772,0.009186926573146459,0.005674220301954689,-0.0017042768517728643,0.008041839938697032,-9.926835905539264e-05,0.1378328379254284,-0.02619254959904163,0.22957585806413114,-0.07107216913318279,81358.33333333333,169676.39583333334,5141.84375,1364.5104166666667,-0.06269167520300793,-0.02126358393589548,0.04142809126711246,-0.04932335794626829,1.4384990898104466,0.9226932429487988,False,9.6,-1.0,3.3853502070497026,-1.022864473268207,RED,3,HIGH+LOW+SHIFT,2.324482142926721,1.1128855209680073,RED,3,HIGH+SHIFT,,-1.091089451179962,YELLOW,2,LOW,5.2696518641396795,0.5997934030305941,RED,3,HIGH+SHIFT,-4.003203845127171,0.3427914748120729,RED,3,SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,49.0,中風險,每生人事費(RED)、人事費年增率(RED)、師生比(YELLOW),113
N09,安興,109,新北市,4400396.0,302092.0,631215.0,220535.0,102495.0,540000.0,1145960.0,7834724.0,7993780.0,159056.0,,,,,,,,,,,,,0,0.12725568583815627,,0,0.13396092211377145,,0,0.12973655382471552,,0,0.380092126851851,,0,0.23909230205279777,,0,0.4482682016143247,,0,0.33887674255277395,,,,0.5616529695238786,,0.03855809087850446,,0.08056633520210794,,0.02814840701472062,,0.013082145586749451,,0.06892393401477831,,0.14626679893254696,,,,,,,,,0.019897470283145147,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW),113
N09,安興,110,新北市,4234041.0,257048.0,708169.0,111992.0,62469.0,820000.0,1392098.0,8259804.0,8902973.0,608783.0,4175291.0,2726455.0,7824765.0,6375929.0,614671.0,0.3157894736842105,,,,5.0,8.0,-0.03780455213576233,0,0.12725568583815627,-0.14910689458840354,0,0.13396092211377145,0.12191408632557844,1,0.12973655382471552,-0.4921803795315936,0,0.380092126851851,-0.3905166105663691,0,0.23909230205279777,0.5185185185185185,1,0.4482682016143247,0.21478760166148905,1,0.33887674255277395,,,,0.5126079262897764,-0.04904504323410219,0.031120351039806756,-0.007437739838697704,0.08573678019478428,0.00517044499267634,0.013558675242172817,-0.014589731772547803,0.007563012391093057,-0.005519133195656394,0.09927596344901163,0.03035202943423332,0.1685388660554173,0.02227206712287033,,,,,0.11373755594975093,0.05425589976111475,-0.059481656188636184,0.07224204768452067,1.5313991978594916,0.8148396788913149,False,,,,,N/A,0,無資料,,-1.2789999342748535,YELLOW,2,LOW,,,N/A,0,無資料,,1.086771542383295,YELLOW,2,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,10.4,低風險,人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW),113
N09,安興,111,新北市,4104465.0,356779.0,798212.0,136426.0,68974.0,1375000.0,1475690.0,8883790.0,9125442.0,241652.0,4374023.0,2683535.0,9231968.0,7541480.0,-129741.0,0.1956521739130435,-0.20999999999999996,5195525.316455696,,4.0,7.0,-0.030603388110790615,0,0.12725568583815627,0.3879859014658741,1,0.13396092211377145,0.12714902798625752,2,0.12973655382471552,0.21817629830702193,1,0.380092126851851,0.10413164929805184,1,0.23909230205279777,0.676829268292683,2,0.4482682016143247,0.06004749665612622,2,0.33887674255277395,0.79,-0.20999999999999994,0.0,0.4620173371950485,-0.050590589094727856,0.04016067466700586,0.009040323627199105,0.08985039043021054,0.004113610235426252,0.015356734006544505,0.0017980587643716874,0.007764028640929153,0.00020101624983609543,0.15477628354564887,0.055500320096637246,0.16611041008398442,-0.0024284559714328746,,,,,0.024988169682194927,0.07554489186426215,0.05055672218206722,0.02648112825658198,1.6299481840184682,0.8168875801995847,True,,,,,N/A,0,無資料,,-0.7494297568919919,GREEN,1,正常,,-1.3961676151331326,YELLOW,2,LOW,,0.167082804112072,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,5.2,低風險,人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW),113
N09,安興,112,新北市,3361395.0,356119.0,868837.0,87109.0,67046.0,1930000.0,2611976.0,9801505.0,9878078.0,76573.0,4495140.0,2728079.0,11035497.0,9268436.0,567262.0,0.1276595744680851,-0.36,5252179.6875,57.0,5.0,8.0,-0.18103942901206369,0,0.12725568583815627,-0.001849884662494149,0,0.13396092211377145,0.0884790005662656,3,0.12973655382471552,-0.36149267734889245,0,0.380092126851851,-0.027952561834894307,0,0.23909230205279777,0.4036363636363636,3,0.4482682016143247,0.7700031849507688,3,0.33887674255277395,0.64,-0.36,0.0,0.342946822962392,-0.11907051423265652,0.036333093744277026,-0.003827580922728835,0.08864322366820197,-0.001207166762008563,0.008887308632704875,-0.00646942537383963,0.006840378084794121,-0.0009236505561350319,0.19690853598503494,0.042132252439386064,0.2664872384394029,0.1003768283554185,58971.84210526316,171956.22807017545,6247.701754385965,1176.2456140350878,0.08247666250029313,0.10330219422116012,0.020825531720866985,0.007751811637851007,1.6477308758287426,0.8398748148814684,False,11.4,,,-0.6963570534317473,GREEN,1,正常,-28.836545963638923,-0.6195361632665346,RED,3,LOW+SHIFT,,-1.0101032042769136,YELLOW,2,LOW,-1.507491478189193,-0.38333760224740077,YELLOW,2,SHIFT,,0.7581107402492522,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,20.8,低風險,人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW),113
N09,安興,113,新北市,4817555.0,345000.0,850077.0,116894.0,98986.0,1419000.0,1983942.0,10105038.0,15297334.0,3913614.0,8666787.0,2986112.0,9560217.0,3879542.0,4191156.0,0.2,-0.09999999999999998,5352838.888888889,45.0,5.0,8.0,0.4332010965685378,1,0.12725568583815627,-0.031222709262914924,0,0.13396092211377145,-0.021592082289313187,0,0.12973655382471552,0.3419279293758395,1,0.380092126851851,0.47638934462906063,1,0.23909230205279777,-0.26476683937823836,0,0.4482682016143247,-0.24044401633093107,0,0.33887674255277395,0.9,-0.10000000000000002,0.0,0.4767478360793893,0.13380101311699732,0.03414138571275041,-0.002191708031526615,0.08412407751460212,-0.004519146153599857,0.011567893163786222,0.002680584531081347,0.009795707843948731,0.0029553297591546103,0.14042500384461692,-0.056483532140418014,0.19633196827166804,-0.07015527016773487,107056.77777777778,224556.4,7666.666666666667,2199.688888888889,0.5486144166911823,0.030967999302147987,-0.5176464173890343,0.339424895867476,2.902365015109949,0.405800621471249,False,9.0,-2.4000000000000004,,0.2522683273275647,GREEN,1,正常,6.0853098517590025,0.4613417155709763,RED,3,HIGH+SHIFT,1.744196726926817,0.13739270384632088,YELLOW,2,HIGH+SHIFT,-0.13682027278191328,-0.3435183464241484,GREEN,1,正常,,-0.36171733214434043,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,15.6,低風險,人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW),113
N10,大觀,109,新北市,7297681.0,536715.0,1324734.0,41208.0,90369.0,800000.0,1178639.0,11772047.0,11614245.0,,,,,,,,,,,,,,0,0.096907446782355,,0,0.059436795768147366,,0,0.09280115033455409,,0,0.5366647678841526,,0,0.3141157095237696,,0,0.9546395418650161,,0,0.4419880060551061,,,,0.6199160604778421,,0.04559232561677676,,0.11253217048827617,,0.003500495708180574,,0.007676574855672935,,0.06795759480063238,,0.10012183947277818,,,,,,,,,-0.013586935698360074,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW)、師生比(YELLOW),113
N10,大觀,110,新北市,8041532.0,584686.0,1402811.0,38191.0,221493.0,116000.0,2285746.0,13109480.0,13298222.0,167343.0,5467389.0,4636886.0,10628680.0,9798177.0,-1138378.0,0.16666666666666666,,,103.0,10.0,13.0,0.1019297774183333,1,0.096907446782355,0.08937890686863606,1,0.059436795768147366,0.05893786979121846,1,0.09280115033455409,-0.07321393904096292,0,0.5366647678841526,1.4509842977127112,1,0.3141157095237696,-0.855,0,0.9546395418650161,0.939309661397595,1,0.4419880060551061,,,,0.6134134992387188,-0.0065025612391232945,0.04460024348791867,-0.0009920821288580892,0.10700737176455512,-0.005524798723721053,0.002913235307578943,-0.0005872604006016309,0.016895635829949015,0.009219060974276081,0.008848558447779774,-0.0591090363528526,0.17435825067050714,0.07423641119772896,78073.12621359223,127276.50485436893,5676.563106796117,2150.4174757281553,0.14499237789455965,0.11361091235874271,-0.031381465535816944,0.014193025202918104,1.1791079185470594,0.9218620750648246,True,10.3,,,0.6482572044734862,GREEN,1,正常,,1.8392484327806802,YELLOW,2,HIGH,,,N/A,0,無資料,,-0.08960860781293072,GREEN,1,正常,,0.09080958574996104,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,5.2,低風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW)、師生比(YELLOW),113
N10,大觀,111,新北市,8970981.0,607365.0,1596789.0,62802.0,145300.0,570000.0,2400857.0,14918437.0,15112403.0,193966.0,6285805.0,5261336.0,11812646.0,10788177.0,642285.0,0.2,-0.06999999999999995,9646216.129032258,105.0,10.0,13.0,0.1155810857931051,2,0.096907446782355,0.03878834109248383,2,0.059436795768147366,0.13827807167180753,2,0.09280115033455409,0.6444188421355816,1,0.5366647678841526,-0.343997327229303,0,0.3141157095237696,3.913793103448276,1,0.9546395418650161,0.050360363749952966,2,0.4419880060551061,0.93,-0.06999999999999999,0.0,0.6013351800862249,-0.01207831915249391,0.04071237489557385,-0.0038878685923448217,0.10703460422831158,2.723246375646582e-05,0.004209690331500545,0.0012964550239216023,0.009739626208831394,-0.0071560096211176205,0.038207755946551236,0.02935919749877146,0.16093220757643714,-0.01342604309407,85437.91428571429,142080.3523809524,5784.428571428572,1383.8095238095239,0.13642282404369546,0.13798846331052034,0.0015656392668248753,0.012834888005567348,1.1947165130681636,0.9132735375291869,False,10.5,0.1999999999999993,,0.9256108786838307,GREEN,1,正常,,-0.21306030244307916,GREEN,1,正常,,0.9730865196382444,GREEN,1,正常,,0.20082585332321373,GREEN,1,正常,,-0.14547842995562454,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW)、師生比(YELLOW),113
N10,大觀,112,新北市,8924216.0,628248.0,1539261.0,38812.0,136372.0,176650.0,3996023.0,16015406.0,16776062.0,760656.0,7527271.0,5509802.0,13229540.0,11444415.0,1158663.0,0.14893617021276595,-0.09999999999999998,9915795.555555556,106.0,10.0,13.0,-0.005212919300575935,0,0.096907446782355,0.034382949297374725,3,0.059436795768147366,-0.03602730229228784,0,0.09280115033455409,-0.38199420400624184,0,0.5366647678841526,-0.06144528561596697,0,0.3141157095237696,-0.6900877192982456,0,0.9546395418650161,0.664415248388388,3,0.4419880060551061,0.8999999999999999,-0.10000000000000003,0.0,0.5572269600908025,-0.04410821999542236,0.039227728600823485,-0.0014846462947503622,0.09611126936151353,-0.010923334866798057,0.0024234165527867355,-0.0017862737787138097,0.00851505107020078,-0.0012245751386306142,0.011030004484432053,-0.027177751462119183,0.24951118941349348,0.08857898183705634,84190.71698113208,151088.7358490566,5926.867924528302,1286.5283018867924,0.1100856693670755,0.073531094443741,-0.03655457492333451,0.04534174945228505,1.3661599817924492,0.8650652252459269,False,10.6,0.09999999999999964,0.467615389740831,1.1441027623316524,YELLOW,2,HIGH,-11.806603668175716,1.152952823988517,RED,3,HIGH+LOW+SHIFT,,1.1470786693528088,YELLOW,2,HIGH,-1.4593480377679817,0.9368967319585306,YELLOW,2,SHIFT,1.4142135623730951,-0.5773502691896258,YELLOW,2,HIGH+SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,32.3,中風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW)、師生比(YELLOW),113
N10,大觀,113,新北市,9314356.0,610060.0,1664885.0,111706.0,162717.0,1709900.0,4052931.0,18076343.0,17552976.0,,6555425.0,5293667.0,14199205.0,12937447.0,-556803.0,0.2631578947368421,-0.07999999999999996,10124300.0,99.0,10.0,13.0,0.043717005505021396,1,0.096907446782355,-0.028950350816874866,0,0.059436795768147366,0.0816131897059693,1,0.09280115033455409,1.8781304751107906,1,0.5366647678841526,0.19318481799782947,1,0.3141157095237696,8.679592414378716,1,0.9546395418650161,0.01424115927260679,4,0.4419880060551061,0.92,-0.08,0.0,0.5152787817757165,-0.041948178315086015,0.03374908298653107,-0.005478645614292413,0.0921029768023322,-0.004008292559181323,0.006179679153023374,0.0037562626002366384,0.009001654814804078,0.0004866037446032978,0.09459324820291361,0.08356324371848156,0.22421188843340714,-0.025299300980086342,94084.40404040404,182589.32323232322,6162.222222222223,1643.6060606060605,0.04631086842669036,0.12868465526256406,0.08237378683587371,-0.029816425431220324,1.2383523557488598,0.9111388278428264,False,9.9,-0.6999999999999993,2.9218972733089528,0.04741585546387214,RED,3,HIGH+SHIFT,-0.40888672478914406,-0.2897699967550742,GREEN,1,正常,0.23570226039551584,0.8728715609439693,GREEN,1,正常,3.5211640779136397,0.554612458915844,RED,3,HIGH+SHIFT,-3.709704134011882,0.7835233709990264,RED,3,SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,33.3,中風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(YELLOW)、師生比(YELLOW),113
