園代碼,園名,學年度,資料表,指標,數值,資料類別
N08,鷺江,111,附表二,加班費-差異率,9.0,非收支
N08,鷺江,112,附表二,加班費-差異率,-86.0,非收支
N08,鷺江,110,附表二,加班費-決算數,42914.0,非收支
N08,鷺江,111,附表二,加班費-決算數,58501.0,非收支
N08,鷺江,112,附表二,加班費-決算數,91992.0,非收支
N08,鷺江,110,附表二,勞、健保費-差異率,96.0,非收支
N08,鷺江,111,附表二,勞、健保費-差異率,94.0,非收支
N08,鷺江,110,附表二,勞、健保費-決算數,729609.0,非收支
N08,鷺江,111,附表二,勞、健保費-決算數,731855.0,非收支
N08,鷺江,110,附表二,勞退金提撥-差異率,100.0,非收支
N08,鷺江,111,附表二,勞退金提撥-差異率,98.0,非收支
N08,鷺江,110,附表二,勞退金提撥-決算數,345026.0,非收支
N08,鷺江,111,附表二,勞退金提撥-決算數,345123.0,非收支
N08,鷺江,112,附表二,合計-差異率,-26.0,非收支
N08,鷺江,112,附表二,合計-決算數,8795590.0,非收支
N08,鷺江,112,附表二,園務特支-差異率,-9.0,非收支
N08,鷺江,112,附表二,園務特支-決算數,38145.0,非收支
N08,鷺江,111,附表二,園長及教保服務人員薪資(含職務加給)-差異率,92.0,非收支
N08,鷺江,111,附表二,園長及教保服務人員薪資(含職務加給)-決算數,4977990.0,非收支
N08,鷺江,110,附表二,園長及教保服務人員薪資（含職務加給）-差異率,91.0,非收支
N08,鷺江,110,附表二,園長及教保服務人員薪資（含職務加給）-決算數,4806881.0,非收支
N08,鷺江,112,附表二,差旅費-差異率,,非收支
N08,鷺江,112,附表二,差旅費-決算數,,非收支
N08,鷺江,110,附表二,延後托育收入-差異率,,非收支
N08,鷺江,111,附表二,延後托育收入-差異率,,非收支
N08,鷺江,110,附表二,延後托育收入-決算數,240550.0,非收支
N08,鷺江,111,附表二,延後托育收入-決算數,257960.0,非收支
N08,鷺江,110,附表二,延後托育收入淨額-差異率,,非收支
N08,鷺江,110,附表二,延後托育收入淨額-差異率,,非收支
N08,鷺江,111,附表二,延後托育收入淨額-差異率,,非收支
N08,鷺江,111,附表二,延後托育收入淨額-差異率,,非收支
N08,鷺江,110,附表二,延後托育收入淨額-決算數,233235.0,非收支
N08,鷺江,110,附表二,延後托育收入淨額-決算數,233235.0,非收支
N08,鷺江,111,附表二,延後托育收入淨額-決算數,254145.0,非收支
N08,鷺江,111,附表二,延後托育收入淨額-決算數,254145.0,非收支
N08,鷺江,110,附表二,延後托育收入退費-差異率,,非收支
N08,鷺江,111,附表二,延後托育收入退費-差異率,,非收支
N08,鷺江,110,附表二,延後托育收入退費-決算數,-7315.0,非收支
N08,鷺江,111,附表二,延後托育收入退費-決算數,-3815.0,非收支
N08,鷺江,112,附表二,攝影照片-差異率,,非收支
N08,鷺江,112,附表二,攝影照片-決算數,,非收支
N08,鷺江,110,附表二,支出-差異率,107.0,非收支
N08,鷺江,111,附表二,支出-差異率,118.0,非收支
N08,鷺江,110,附表二,支出-決算數,12190875.0,非收支
N08,鷺江,111,附表二,支出-決算數,13753629.0,非收支
N08,鷺江,110,附表二,收入-差異率,117.0,非收支
N08,鷺江,111,附表二,收入-差異率,121.0,非收支
N08,鷺江,110,附表二,收入-決算數,13749148.0,非收支
N08,鷺江,111,附表二,收入-決算數,14209848.0,非收支
N08,鷺江,111,附表二,政府學費差額補助退費-差異率,,非收支
N08,鷺江,111,附表二,政府學費差額補助退費-決算數,-3421.0,非收支
N08,鷺江,112,附表二,教保材料費-差異率,-23.0,非收支
N08,鷺江,112,附表二,教保材料費-決算數,195478.0,非收支
N08,鷺江,111,附表二,教保費收入(家長繳費)-差異率,48.0,非收支
N08,鷺江,111,附表二,教保費收入(家長繳費)-決算數,1208731.0,非收支
N08,鷺江,111,附表二,教保費收入(政府學費差額補助)-差異率,110.0,非收支
N08,鷺江,111,附表二,教保費收入(政府學費差額補助)-決算數,10156368.0,非收支
N08,鷺江,110,附表二,教保費收入-差異率,97.0,非收支
N08,鷺江,111,附表二,教保費收入-差異率,97.0,非收支
N08,鷺江,110,附表二,教保費收入-決算數,11370572.0,非收支
N08,鷺江,111,附表二,教保費收入-決算數,11365099.0,非收支
N08,鷺江,110,附表二,教保費收入淨額-差異率,96.0,非收支
N08,鷺江,111,附表二,教保費收入淨額-差異率,96.0,非收支
N08,鷺江,110,附表二,教保費收入淨額-決算數,11297761.0,非收支
N08,鷺江,111,附表二,教保費收入淨額-決算數,11303691.0,非收支
N08,鷺江,110,附表二,教保費收入減項-差異率,,非收支
N08,鷺江,111,附表二,教保費收入減項-差異率,,非收支
N08,鷺江,110,附表二,教保費收入減項-決算數,-72811.0,非收支
N08,鷺江,111,附表二,教保費收入減項-決算數,-61408.0,非收支
N08,鷺江,110,附表二,教保費收入（家長繳費）-差異率,55.0,非收支
N08,鷺江,110,附表二,教保費收入（家長繳費）-決算數,1752980.0,非收支
N08,鷺江,110,附表二,教保費收入（政府學費差額補助）-差異率,112.0,非收支
N08,鷺江,110,附表二,教保費收入（政府學費差額補助）-決算數,9617592.0,非收支
N08,鷺江,112,附表二,文宣費(一般文宣)-差異率,-70.0,非收支
N08,鷺江,112,附表二,文宣費(一般文宣)-決算數,3045.0,非收支
N08,鷺江,112,附表二,文宣費(園刊)-差異率,-76.0,非收支
N08,鷺江,112,附表二,文宣費(園刊)-決算數,7118.0,非收支
N08,鷺江,112,附表二,日常消耗用品-差異率,-24.0,非收支
N08,鷺江,112,附表二,日常消耗用品-決算數,48191.0,非收支
N08,鷺江,110,附表二,會計、總務、廚工、清潔薪資-差異率,75.0,非收支
N08,鷺江,111,附表二,會計、總務、廚工、清潔薪資-差異率,96.0,非收支
N08,鷺江,110,附表二,會計、總務、廚工、清潔薪資-決算數,882719.0,非收支
N08,鷺江,111,附表二,會計、總務、廚工、清潔薪資-決算數,1143151.0,非收支
N08,鷺江,112,附表二,材料費-差異率,-21.0,非收支
N08,鷺江,112,附表二,材料費-決算數,1263486.0,非收支
N08,鷺江,110,附表二,業務費-差異率,54.0,非收支
N08,鷺江,111,附表二,業務費-差異率,51.0,非收支
N08,鷺江,112,附表二,業務費-差異率,-41.0,非收支
N08,鷺江,110,附表二,業務費-決算數,443209.0,非收支
N08,鷺江,111,附表二,業務費-決算數,415654.0,非收支
N08,鷺江,112,附表二,業務費-決算數,481885.0,非收支
N08,鷺江,110,附表二,水費-差異率,109.0,非收支
N08,鷺江,112,附表二,水費-差異率,13.0,非收支
N08,鷺江,110,附表二,水費-決算數,34905.0,非收支
N08,鷺江,112,附表二,水費-決算數,36115.0,非收支
N08,鷺江,110,附表二,活動費-差異率,32.0,非收支
N08,鷺江,111,附表二,活動費-差異率,30.0,非收支
N08,鷺江,112,附表二,活動費-差異率,-46.0,非收支
N08,鷺江,110,附表二,活動費-決算數,36846.0,非收支
N08,鷺江,111,附表二,活動費-決算數,34124.0,非收支
N08,鷺江,112,附表二,活動費-決算數,62027.0,非收支
N08,鷺江,110,附表二,瓦斯費-差異率,60.0,非收支
N08,鷺江,112,附表二,瓦斯費-差異率,-49.0,非收支
N08,鷺江,110,附表二,瓦斯費-決算數,20540.0,非收支
N08,鷺江,112,附表二,瓦斯費-決算數,17375.0,非收支
N08,鷺江,110,附表二,研習、進修-差異率,45.0,非收支
N08,鷺江,112,附表二,研習、進修-差異率,-25.0,非收支
N08,鷺江,110,附表二,研習、進修-決算數,11576.0,非收支
N08,鷺江,112,附表二,研習、進修-決算數,19619.0,非收支
N08,鷺江,112,附表二,維護費-差異率,-14.0,非收支
N08,鷺江,112,附表二,維護費-決算數,122799.0,非收支
N08,鷺江,111,附表二,腸病毒退費-差異率,,非收支
N08,鷺江,111,附表二,腸病毒退費-決算數,-2053.0,非收支
N08,鷺江,110,附表二,自強活動-差異率,83.0,非收支
N08,鷺江,111,附表二,自強活動-差異率,74.0,非收支
N08,鷺江,110,附表二,自強活動-決算數,10841.0,非收支
N08,鷺江,111,附表二,自強活動-決算數,9610.0,非收支
N08,鷺江,112,附表二,藥品費-差異率,-52.0,非收支
N08,鷺江,112,附表二,藥品費-決算數,3562.0,非收支
N08,鷺江,112,附表二,行政管理費-差異率,,非收支
N08,鷺江,112,附表二,行政管理費-決算數,241682.0,非收支
N08,鷺江,111,附表二,資遣費-差異率,100.0,非收支
N08,鷺江,112,附表二,資遣費-差異率,,非收支
N08,鷺江,111,附表二,資遣費-決算數,48906.0,非收支
N08,鷺江,112,附表二,資遣費-決算數,50091.0,非收支
N08,鷺江,110,附表二,資遺費-差異率,100.0,非收支
N08,鷺江,110,附表二,資遺費-決算數,47722.0,非收支
N08,鷺江,110,附表二,轉學/轉出退費-差異率,,非收支
N08,鷺江,111,附表二,轉學/轉出退費-差異率,,非收支
N08,鷺江,110,附表二,轉學/轉出退費-決算數,-13475.0,非收支
N08,鷺江,111,附表二,轉學/轉出退費-決算數,,非收支
N08,鷺江,110,附表二,辦公文具-差異率,58.0,非收支
N08,鷺江,112,附表二,辦公文具-差異率,-40.0,非收支
N08,鷺江,110,附表二,辦公文具-決算數,14032.0,非收支
N08,鷺江,112,附表二,辦公文具-決算數,14507.0,非收支
N08,鷺江,112,附表二,郵資-差異率,-48.0,非收支
N08,鷺江,112,附表二,郵資-決算數,4385.0,非收支
N08,鷺江,112,附表二,雜支-差異率,-99.0,非收支
N08,鷺江,112,附表二,雜支-決算數,390.0,非收支
N08,鷺江,112,附表二,電話費(含 ADSL)-差異率,-9.0,非收支
N08,鷺江,112,附表二,電話費(含 ADSL)-決算數,49274.0,非收支
N08,鷺江,110,附表二,電費-差異率,61.0,非收支
N08,鷺江,112,附表二,電費-差異率,-32.0,非收支
N08,鷺江,110,附表二,電費-決算數,160885.0,非收支
N08,鷺江,112,附表二,電費-決算數,180115.0,非收支
N08,鷺江,112,附表二,餐點費-差異率,-20.0,非收支
N08,鷺江,112,附表二,餐點費-決算數,1016255.0,非收支
N08,鷺江,110,附表四,帳面價值總額,1211518.0,非收支
N08,鷺江,111,附表四,帳面價值總額,1133978.0,非收支
N08,鷺江,112,附表四,帳面價值總額,1079110.0,非收支
N08,鷺江,113,附表四,帳面價值總額,803020.0,非收支
N08,鷺江,110,附表四,財產筆數,134.0,非收支
N08,鷺江,111,附表四,財產筆數,122.0,非收支
N08,鷺江,112,附表四,財產筆數,157.0,非收支
N08,鷺江,113,附表四,財產筆數,142.0,非收支
N09,安興,109,收支餘絀表,人事費,4400396.0,收支
N09,安興,110,收支餘絀表,人事費,4234041.0,收支
N09,安興,111,收支餘絀表,人事費,4104465.0,收支
N09,安興,112,收支餘絀表,人事費,3361395.0,收支
N09,安興,113,收支餘絀表,人事費,4817555.0,收支
N09,安興,109,收支餘絀表,修繕購置費,102495.0,收支
N09,安興,110,收支餘絀表,修繕購置費,62469.0,收支
N09,安興,111,收支餘絀表,修繕購置費,68974.0,收支
N09,安興,112,收支餘絀表,修繕購置費,67046.0,收支
N09,安興,113,收支餘絀表,修繕購置費,98986.0,收支
N09,安興,109,收支餘絀表,公共事務管理費,71860.0,收支
N09,安興,110,收支餘絀表,公共事務管理費,72360.0,收支
N09,安興,111,收支餘絀表,公共事務管理費,72360.0,收支
N09,安興,112,收支餘絀表,公共事務管理費,71860.0,收支
N09,安興,113,收支餘絀表,公共事務管理費,72360.0,收支
N09,安興,109,收支餘絀表,其他支出,1145960.0,收支
N09,安興,110,收支餘絀表,其他支出,1392098.0,收支
N09,安興,111,收支餘絀表,其他支出,1475690.0,收支
N09,安興,112,收支餘絀表,其他支出,2611976.0,收支
N09,安興,113,收支餘絀表,其他支出,1983942.0,收支
N09,安興,109,收支餘絀表,其他收入,1146360.0,收支
N09,安興,110,收支餘絀表,其他收入,1392098.0,收支
N09,安興,111,收支餘絀表,其他收入,1475690.0,收支
N09,安興,112,收支餘絀表,其他收入,2611976.0,收支
N09,安興,113,收支餘絀表,其他收入,1983942.0,收支
N09,安興,113,收支餘絀表,其他收入-其它,6724000.0,收支
N09,安興,109,收支餘絀表,利息收入,5675.0,收支
N09,安興,110,收支餘絀表,利息收入,11218.0,收支
N09,安興,111,收支餘絀表,利息收入,41897.0,收支
N09,安興,112,收支餘絀表,利息收入,77347.0,收支
N09,安興,113,收支餘絀表,利息收入,120327.0,收支
N09,安興,113,收支餘絀表,呆帳損失,7617.0,收支
N09,安興,109,收支餘絀表,延後托育支出,351559.0,收支
N09,安興,110,收支餘絀表,延後托育支出,454065.0,收支
N09,安興,111,收支餘絀表,延後托育支出,345177.0,收支
N09,安興,109,收支餘絀表,延後托育收入淨額,603180.0,收支
N09,安興,110,收支餘絀表,延後托育收入淨額,567480.0,收支
N09,安興,111,收支餘絀表,延後托育收入淨額,650220.0,收支
N09,安興,112,收支餘絀表,延長照顧服務支出,291020.0,收支
N09,安興,113,收支餘絀表,延長照顧服務支出,214470.0,收支
N09,安興,112,收支餘絀表,延長照顧服務收入淨額,481110.0,收支
N09,安興,113,收支餘絀表,延長照顧服務收入淨額,214470.0,收支
N09,安興,109,收支餘絀表,所得稅費用,,收支
N09,安興,110,收支餘絀表,所得稅費用,34386.0,收支
N09,安興,111,收支餘絀表,所得稅費用,,收支
N09,安興,112,收支餘絀表,所得稅費用,,收支
N09,安興,113,收支餘絀表,所得稅費用,1278682.0,收支
N09,安興,109,收支餘絀表,支出合計,7834724.0,收支
N09,安興,110,收支餘絀表,支出合計,8259804.0,收支
N09,安興,111,收支餘絀表,支出合計,8883790.0,收支
N09,安興,112,收支餘絀表,支出合計,9801505.0,收支
N09,安興,113,收支餘絀表,支出合計,10105038.0,收支
N09,安興,109,收支餘絀表,收入合計,7993780.0,收支
N09,安興,110,收支餘絀表,收入合計,8902973.0,收支
N09,安興,111,收支餘絀表,收入合計,9125442.0,收支
N09,安興,112,收支餘絀表,收入合計,9878078.0,收支
N09,安興,113,收支餘絀表,收入合計,15297334.0,收支
N09,安興,109,收支餘絀表,教保費收入,6779833.0,收支
N09,安興,110,收支餘絀表,教保費收入,6990138.0,收支
N09,安興,111,收支餘絀表,教保費收入,6981806.0,收支
N09,安興,112,收支餘絀表,教保費收入,6873638.0,收支
N09,安興,113,收支餘絀表,教保費收入,6342600.0,收支
N09,安興,109,收支餘絀表,教保費收入減項,-541268.0,收支
N09,安興,110,收支餘絀表,教保費收入減項,-57961.0,收支
N09,安興,111,收支餘絀表,教保費收入減項,-24171.0,收支
N09,安興,112,收支餘絀表,教保費收入減項,-165993.0,收支
N09,安興,113,收支餘絀表,教保費收入減項,-88005.0,收支
N09,安興,109,收支餘絀表,本期稅前餘絀,159056.0,收支
N09,安興,110,收支餘絀表,本期稅前餘絀,643169.0,收支
N09,安興,111,收支餘絀表,本期稅前餘絀,241652.0,收支
N09,安興,112,收支餘絀表,本期稅前餘絀,76573.0,收支
N09,安興,113,收支餘絀表,本期稅前餘絀,5192296.0,收支
N09,安興,109,收支餘絀表,本期稅後餘絀,159056.0,收支
N09,安興,110,收支餘絀表,本期稅後餘絀,608783.0,收支
N09,安興,111,收支餘絀表,本期稅後餘絀,241652.0,收支
N09,安興,112,收支餘絀表,本期稅後餘絀,76573.0,收支
N09,安興,113,收支餘絀表,本期稅後餘絀,3913614.0,收支
N09,安興,109,收支餘絀表,材料費,631215.0,收支
N09,安興,110,收支餘絀表,材料費,708169.0,收支
N09,安興,111,收支餘絀表,材料費,798212.0,收支
N09,安興,112,收支餘絀表,材料費,868837.0,收支
N09,安興,113,收支餘絀表,材料費,850077.0,收支
N09,安興,109,收支餘絀表,業務發展費,540000.0,收支
N09,安興,110,收支餘絀表,業務發展費,820000.0,收支
N09,安興,111,收支餘絀表,業務發展費,1375000.0,收支
N09,安興,112,收支餘絀表,業務發展費,1930000.0,收支
N09,安興,113,收支餘絀表,業務發展費,1419000.0,收支
N09,安興,109,收支餘絀表,業務費,302092.0,收支
N09,安興,110,收支餘絀表,業務費,257048.0,收支
N09,安興,111,收支餘絀表,業務費,356779.0,收支
N09,安興,112,收支餘絀表,業務費,356119.0,收支
N09,安興,113,收支餘絀表,業務費,345000.0,收支
N09,安興,109,收支餘絀表,維護費,220535.0,收支
N09,安興,110,收支餘絀表,維護費,111992.0,收支
N09,安興,111,收支餘絀表,維護費,136426.0,收支
N09,安興,112,收支餘絀表,維護費,87109.0,收支
N09,安興,113,收支餘絀表,維護費,116894.0,收支
N09,安興,109,收支餘絀表,行政管理費,59996.0,收支
N09,安興,110,收支餘絀表,行政管理費,147220.0,收支
N09,安興,111,收支餘絀表,行政管理費,147220.0,收支
N09,安興,112,收支餘絀表,行政管理費,147220.0,收支
N09,安興,113,收支餘絀表,行政管理費,150144.0,收支
N09,安興,109,收支餘絀表,雜支,8616.0,收支
N09,安興,110,收支餘絀表,雜支,342.0,收支
N09,安興,111,收支餘絀表,雜支,3487.0,收支
N09,安興,112,收支餘絀表,雜支,8923.0,收支
N09,安興,113,收支餘絀表,雜支,28993.0,收支
N09,安興,110,現金流量表,其他應付款,429892.0,非收支
N09,安興,111,現金流量表,其他應付款,-67608.0,非收支
N09,安興,112,現金流量表,其他應付款,-61084.0,非收支
N09,安興,113,現金流量表,其他應付款,418207.0,非收支
N09,安興,111,現金流量表,其他應收款,-2077.0,非收支
N09,安興,112,現金流量表,其他應收款,2077.0,非收支
N09,安興,113,現金流量表,其他應收款,,非收支
N09,安興,112,現金流量表,其他流動資產,-3306.0,非收支
N09,安興,113,現金流量表,其他流動資產,3306.0,非收支
N09,安興,110,現金流量表,存出保證金減少,3600.0,非收支
N09,安興,110,現金流量表,應付帳款,-302944.0,非收支
N09,安興,111,現金流量表,應付帳款,-76740.0,非收支
N09,安興,112,現金流量表,應付帳款,-5938.0,非收支
N09,安興,113,現金流量表,應付帳款,157618.0,非收支
N09,安興,110,現金流量表,應收帳款淨額,-214660.0,非收支
N09,安興,112,現金流量表,應收帳款淨額,439980.0,非收支
N09,安興,113,現金流量表,應收帳款淨額,-16223.0,非收支
N09,安興,110,現金流量表,投資活動之淨現金流入,3600.0,非收支
N09,安興,111,現金流量表,投資活動之淨現金流入,,非收支
N09,安興,112,現金流量表,投資活動之淨現金流入,,非收支
N09,安興,113,現金流量表,投資活動之淨現金流入,,非收支
N09,安興,110,現金流量表,投資活動之現金流量：,,非收支
N09,安興,112,現金流量表,投資活動之現金流量：,,非收支
N09,安興,113,現金流量表,投資活動之現金流量：,,非收支
N09,安興,111,現金流量表,"投資活動之現金流量：
存出保證金減少",,非收支
N09,安興,110,現金流量表,期初現金及約當現金餘額,3345960.0,非收支
N09,安興,111,現金流量表,期初現金及約當現金餘額,3960631.0,非收支
N09,安興,112,現金流量表,期初現金及約當現金餘額,3830890.0,非收支
N09,安興,113,現金流量表,期初現金及約當現金餘額,4398152.0,非收支
N09,安興,110,現金流量表,期末現金及約當現金餘額,3960631.0,非收支
N09,安興,111,現金流量表,期末現金及約當現金餘額,3830890.0,非收支
N09,安興,112,現金流量表,期末現金及約當現金餘額,4398152.0,非收支
N09,安興,113,現金流量表,期末現金及約當現金餘額,8589308.0,非收支
N09,安興,110,現金流量表,本期支付所得稅,-34386.0,非收支
N09,安興,111,現金流量表,本期支付所得稅,,非收支
N09,安興,110,現金流量表,本期現金及約當現金增加數,614671.0,非收支
N09,安興,113,現金流量表,本期現金及約當現金增加數,4191156.0,非收支
N09,安興,112,現金流量表,本期現金及約當現金增加（減少）數,567262.0,非收支
N09,安興,111,現金流量表,本期現金及約當現金（減少）增加數,-129741.0,非收支
N09,安興,110,現金流量表,本期稅前餘絀,643169.0,非收支
N09,安興,113,現金流量表,本期稅前餘絀,5192296.0,非收支
N09,安興,112,現金流量表,本期稅前餘額,76573.0,非收支
N09,安興,110,現金流量表,營業活動之淨現金流入,611071.0,非收支
N09,安興,113,現金流量表,營業活動之淨現金流入,4191156.0,非收支
N09,安興,112,現金流量表,營業活動之淨現金流入（出）,567262.0,非收支
N09,安興,111,現金流量表,營業活動之淨現金流（出）入,-129741.0,非收支
N09,安興,110,現金流量表,營業活動之現金流量：,,非收支
N09,安興,112,現金流量表,營業活動之現金流量：,,非收支
N09,安興,113,現金流量表,營業活動之現金流量：,,非收支
N09,安興,111,現金流量表,"營業活動之現金流量：
本期稅前餘絀",241652.0,非收支
N09,安興,110,現金流量表,營運產生之現金,645457.0,非收支
N09,安興,111,現金流量表,營運產生之現金,-129741.0,非收支
N09,安興,110,現金流量表,籌資活動之淨現金流入,,非收支
N09,安興,112,現金流量表,籌資活動之淨現金流入,,非收支
N09,安興,113,現金流量表,籌資活動之淨現金流入,,非收支
N09,安興,110,現金流量表,籌資活動之現金流量：,,非收支
N09,安興,112,現金流量表,籌資活動之現金流量：,,非收支
N09,安興,113,現金流量表,籌資活動之現金流量：,,非收支
N09,安興,111,現金流量表,"籌資活動之現金流量：
籌資活動之淨現金流入",,非收支
N09,安興,110,現金流量表,調整項目：,,非收支
N09,安興,112,現金流量表,調整項目：,,非收支
N09,安興,113,現金流量表,調整項目：,,非收支
N09,安興,111,現金流量表,"調整項目：
資產／負債淨變動數
應收帳款淨額",-286576.0,非收支
N09,安興,112,現金流量表,資產/負債淨變動數,,非收支
N09,安興,110,現金流量表,資產／負債淨變動數,,非收支
N09,安興,113,現金流量表,資產／負債淨變動數,,非收支
N09,安興,110,現金流量表,資遣費準備淨變動,,非收支
N09,安興,111,現金流量表,預付款項,-39820.0,非收支
N09,安興,112,現金流量表,預付款項,7394.0,非收支
N09,安興,113,現金流量表,預付款項,32426.0,非收支
N09,安興,110,現金流量表,預收款項,90000.0,非收支
N09,安興,111,現金流量表,預收款項,101428.0,非收支
N09,安興,112,現金流量表,預收款項,111566.0,非收支
N09,安興,113,現金流量表,預收款項,-1596474.0,非收支
N09,安興,110,資產負債表,代管財產,1416752.0,非收支
N09,安興,111,資產負債表,代管財產,1220512.0,非收支
N09,安興,112,資產負債表,代管財產,958198.0,非收支
N09,安興,113,資產負債表,代管財產,766730.0,非收支
N09,安興,110,資產負債表,其他應付款,1228124.0,非收支
N09,安興,111,資產負債表,其他應付款,1160516.0,非收支
N09,安興,112,資產負債表,其他應付款,1099432.0,非收支
N09,安興,113,資產負債表,其他應付款,1517639.0,非收支
N09,安興,111,資產負債表,其他應收款,2077.0,非收支
N09,安興,112,資產負債表,其他應收款,,非收支
N09,安興,112,資產負債表,其他流動資產,3306.0,非收支
N09,安興,113,資產負債表,其他流動資產,,非收支
N09,安興,110,資產負債表,存出保證金,,非收支
N09,安興,110,資產負債表,應付代管財產,1416752.0,非收支
N09,安興,111,資產負債表,應付代管財產,1220512.0,非收支
N09,安興,112,資產負債表,應付代管財產,958198.0,非收支
N09,安興,113,資產負債表,應付代管財產,766730.0,非收支
N09,安興,110,資產負債表,應付帳款,114851.0,非收支
N09,安興,111,資產負債表,應付帳款,38111.0,非收支
N09,安興,112,資產負債表,應付帳款,32173.0,非收支
N09,安興,113,資產負債表,應付帳款,189791.0,非收支
N09,安興,113,資產負債表,應付所得稅,1278682.0,非收支
N09,安興,110,資產負債表,應付購置財產,126700.0,非收支
N09,安興,111,資產負債表,應付購置財產,126700.0,非收支
N09,安興,112,資產負債表,應付購置財產,126700.0,非收支
N09,安興,113,資產負債表,應付購置財產,126700.0,非收支
N09,安興,110,資產負債表,應收帳款淨額,214660.0,非收支
N09,安興,111,資產負債表,應收帳款淨額,501236.0,非收支
N09,安興,112,資產負債表,應收帳款淨額,61256.0,非收支
N09,安興,113,資產負債表,應收帳款淨額,77479.0,非收支
N09,安興,110,資產負債表,本期餘絀,608783.0,非收支
N09,安興,111,資產負債表,本期餘絀,241652.0,非收支
N09,安興,112,資產負債表,本期餘絀,76573.0,非收支
N09,安興,113,資產負債表,本期餘絀,3913614.0,非收支
N09,安興,111,資產負債表,業務發展準備,3375000.0,非收支
N09,安興,112,資產負債表,業務發展準備,5305000.0,非收支
N09,安興,113,資產負債表,業務發展準備,,非收支
N09,安興,110,資產負債表,業務發展準備金,2000000.0,非收支
N09,安興,110,資產負債表,業務發展準備金,2000000.0,非收支
N09,安興,111,資產負債表,業務發展準備金,3375000.0,非收支
N09,安興,112,資產負債表,業務發展準備金,5305000.0,非收支
N09,安興,113,資產負債表,業務發展準備金,,非收支
N09,安興,110,資產負債表,流動負債,,非收支
N09,安興,110,資產負債表,流動負債合計,2726455.0,非收支
N09,安興,111,資產負債表,流動負債合計,2683535.0,非收支
N09,安興,112,資產負債表,流動負債合計,2728079.0,非收支
N09,安興,113,資產負債表,流動負債合計,2986112.0,非收支
N09,安興,110,資產負債表,流動資產,,非收支
N09,安興,110,資產負債表,流動資產合計,4175291.0,非收支
N09,安興,111,資產負債表,流動資產合計,4374023.0,非收支
N09,安興,112,資產負債表,流動資產合計,4495140.0,非收支
N09,安興,113,資產負債表,流動資產合計,8666787.0,非收支
N09,安興,110,資產負債表,現金及銀行存款,3960631.0,非收支
N09,安興,111,資產負債表,現金及銀行存款,3830890.0,非收支
N09,安興,112,資產負債表,現金及銀行存款,4398152.0,非收支
N09,安興,113,資產負債表,現金及銀行存款,8589308.0,非收支
N09,安興,110,資產負債表,累積餘絀,840053.0,非收支
N09,安興,111,資產負債表,累積餘絀,1448836.0,非收支
N09,安興,112,資產負債表,累積餘絀,1690488.0,非收支
N09,安興,113,資產負債表,累積餘絀,1767061.0,非收支
N09,安興,110,資產負債表,負債及餘絀總計,7824765.0,非收支
N09,安興,111,資產負債表,負債及餘絀總計,9231968.0,非收支
N09,安興,112,資產負債表,負債及餘絀總計,11035497.0,非收支
N09,安興,113,資產負債表,負債及餘絀總計,9560217.0,非收支
N09,安興,110,資產負債表,負債總額,6375929.0,非收支
N09,安興,111,資產負債表,負債總額,7541480.0,非收支
N09,安興,112,資產負債表,負債總額,9268436.0,非收支
N09,安興,113,資產負債表,負債總額,3879542.0,非收支
N09,安興,110,資產負債表,資產總計,7824765.0,非收支
N09,安興,111,資產負債表,資產總計,9231968.0,非收支
N09,安興,112,資產負債表,資產總計,11035497.0,非收支
N09,安興,113,資產負債表,資產總計,9560217.0,非收支
N09,安興,112,資產負債表,資產費準備,150459.0,非收支
N09,安興,112,資產負債表,資產費準備金,150459.0,非收支
N09,安興,110,資產負債表,資遣費準備,106022.0,非收支
N09,安興,111,資產負債表,資遣費準備,135733.0,非收支
N09,安興,113,資產負債表,資遣費準備,,非收支
N09,安興,110,資產負債表,資遣費準備金,106022.0,非收支
N09,安興,111,資產負債表,資遣費準備金,135733.0,非收支
N09,安興,113,資產負債表,資遣費準備金,,非收支
N09,安興,110,資產負債表,購置財產,126700.0,非收支
N09,安興,111,資產負債表,購置財產,126700.0,非收支
N09,安興,112,資產負債表,購置財產,126700.0,非收支
N09,安興,113,資產負債表,購置財產,126700.0,非收支
N09,安興,110,資產負債表,非流動負債,,非收支
N09,安興,110,資產負債表,非流動負債合計,3649474.0,非收支
N09,安興,111,資產負債表,非流動負債合計,4857945.0,非收支
N09,安興,112,資產負債表,非流動負債合計,6540357.0,非收支
N09,安興,113,資產負債表,非流動負債合計,893430.0,非收支
N09,安興,110,資產負債表,非流動資產,,非收支
N09,安興,110,資產負債表,非流動資產合計,3649474.0,非收支
N09,安興,111,資產負債表,非流動資產合計,4857945.0,非收支
N09,安興,112,資產負債表,非流動資產合計,6540357.0,非收支
N09,安興,113,資產負債表,非流動資產合計,893430.0,非收支
N09,安興,111,資產負債表,預付款項,39820.0,非收支
N09,安興,112,資產負債表,預付款項,32426.0,非收支
N09,安興,113,資產負債表,預付款項,,非收支
N09,安興,110,資產負債表,預收款項,1383480.0,非收支
N09,安興,111,資產負債表,預收款項,1484908.0,非收支
N09,安興,112,資產負債表,預收款項,1596474.0,非收支
N09,安興,113,資產負債表,預收款項,,非收支
N09,安興,110,資產負債表,餘絀,,非收支
N09,安興,110,資產負債表,餘絀總額,1448836.0,非收支
N09,安興,111,資產負債表,餘絀總額,1690488.0,非收支
