檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N09安興_111學年度財務報告.pdf,業務費,"568,000","356,779","(211,221)",63,"568,000","257,048","(310,952)",45
N09安興_111學年度財務報告.pdf,活動費,"75,000","82,418","7,418",110,"75,000","44,386","(30,614)",59
N09安興_111學年度財務報告.pdf,研習、進修,"16,000","4,000","(12,000)",25,"16,000","1,000","(15,000)",6
N09安興_111學年度財務報告.pdf,水費,"20,000","4,614","(15,386)",23,"20,000","8,338","(11,662)",42
N09安興_111學年度財務報告.pdf,電費,"144,000","133,927","(10,073)",93,"144,000","90,159","(53,841)",63
N09安興_111學年度財務報告.pdf,瓦斯費,"30,000","14,775","(15,225)",49,"30,000","13,888","(16,112)",46
N09安興_111學年度財務報告.pdf,保全,"80,000","18,900","(61,100)",24,"80,000","20,790","(59,210)",26
N09安興_111學年度財務報告.pdf,辦公文具,"12,000",,"(12,000)",,"12,000",950,"(11,050)",8
N09安興_111學年度財務報告.pdf,事務機器耗材,"55,000","19,522","(35,478)",35,"55,000","14,354","(40,646)",26
N09安興_111學年度財務報告.pdf,電話費(含網路),"36,000","35,971",(29),100,"36,000","36,883",883,102
N09安興_111學年度財務報告.pdf,郵資,"6,000","4,652","(1,348)",78,"6,000","4,644","(1,356)",77
N09安興_111學年度財務報告.pdf,文宣費(一般文宣),"10,000","3,000","(7,000)",30,"10,000",,"(10,000)",
N09安興_111學年度財務報告.pdf,文宣費(園刊),"25,000","11,000","(14,000)",44,"25,000",,"(25,000)",
N09安興_111學年度財務報告.pdf,攝影照片,"8,000","8,000",,100,"8,000",,"(8,000)",
N09安興_111學年度財務報告.pdf,園務特支,"36,000","16,000","(20,000)",44,"36,000","21,656","(14,344)",60
N09安興_111學年度財務報告.pdf,差旅費,"15,000",,"(15,000)",,"15,000",,"(15,000)",
N09安興_111學年度財務報告.pdf,材料費,"904,200","798,212","(105,988)",88,"904,200","708,169","(196,031)",78
N09安興_111學年度財務報告.pdf,教保材料費,"144,000","60,949","(83,051)",42,"144,000","18,478","(125,522)",13
N09安興_111學年度財務報告.pdf,日常消耗用品,"36,000","26,705","(9,295)",74,"36,000","13,688","(22,312)",38
N09安興_111學年度財務報告.pdf,藥品費,"4,200","1,879","(2,321)",45,"4,200","4,235",35,101
N09安興_111學年度財務報告.pdf,餐點費,"720,000","708,679","(11,321)",98,"720,000","671,768","(48,232)",93
N09安興_111學年度財務報告.pdf,維護費,"93,000","136,426","43,426",147,"93,000","111,992","18,992",120
N09安興_111學年度財務報告.pdf,水電修繕,"60,000","111,770","51,770",186,"60,000","94,933","34,933",158
N09安興_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","22,800","(2,200)",91,"25,000","15,000","(10,000)",60
N09安興_111學年度財務報告.pdf,火險,"8,000","1,856","(6,144)",23,"8,000","2,059","(5,941)",26
N09安興_111學年度財務報告.pdf,修繕購置費,"84,000","68,974","(15,026)",82,"84,000","62,469","(21,531)",74
N09安興_111學年度財務報告.pdf,公共事務管理費,"120,000","72,360","(47,640)",60,"120,000","72,360","(47,640)",60
N09安興_111學年度財務報告.pdf,雜支,"34,080","3,487","(30,593)",10,"34,080",342,"(33,738)",1
N09安興_111學年度財務報告.pdf,行政管理費,"147,220","147,220",,100,"147,220","147,220",,100
N09安興_111學年度財務報告.pdf,業務發展費,,"1,375,000","1,375,000",,,"820,000","820,000",
N09安興_111學年度財務報告.pdf,延後托育支出,,"345,177","345,177",,,"454,065","454,065",
N09安興_111學年度財務報告.pdf,其他支出,,"1,475,690","1,475,690",,,"1,392,098","1,392,098",
N09安興_111學年度財務報告.pdf,本期稅前餘絀,"14,875","241,652","226,777","1,625","137,371","643,169","505,798",468
N09安興_111學年度財務報告.pdf,所得稅費用,,,,,,"34,386","34,386",
N09安興_111學年度財務報告.pdf,本期稅後餘絀,"$ 14,875","$ 241,652","$ 226,777","1,625","$ 137,371","$ 608,783","$ 471,412",443
